OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
shape,iterativefit,central,4,0.0,2.5,20.0,10000.0,-15.0,1.1,1.0
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,-15.0,0.0,1.1564406156539917
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.0,0.0475,1.1564406156539917
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.0475,0.115,-306.43113231417914*(x-0.0475)*(x-0.0475)*(x-0.0475)+92.68832202162602*(x-0.0475)*(x-0.0475)-8.324392933100077*(x-0.0475)+1.1564406156539917
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.115,0.155,-5345.432087779048*(x-0.115)*(x-0.115)*(x-0.115)+320.7259252667428*(x-0.115)*(x-0.115)+0.0*(x-0.115)+0.9226133227348328
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.155,0.1975,507.31300002171076*(x-0.155)*(x-0.155)*(x-0.155)-51.79762418703051*(x-0.155)*(x-0.155)+0.0*(x-0.155)+1.0936671495437622
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.1975,0.2425,1491.8213691885578*(x-0.1975)*(x-0.1975)*(x-0.1975)-82.32243423100596*(x-0.1975)*(x-0.1975)-1.6537957370299476*(x-0.1975)+1.03905189037323
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.2425,0.2875,-3181.6602897905714*(x-0.2425)*(x-0.2425)*(x-0.2425)+214.7620695608635*(x-0.2425)*(x-0.2425)+0.0*(x-0.2425)+0.9338703751564026
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.2875,0.3325,4516.859276958606*(x-0.2875)*(x-0.2875)*(x-0.2875)-304.88800119470613*(x-0.2875)*(x-0.2875)+0.0*(x-0.2875)+1.0788347721099854
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.3325,0.38,-5122.091179600369*(x-0.3325)*(x-0.3325)*(x-0.3325)+364.94899654652625*(x-0.3325)*(x-0.3325)+0.0*(x-0.3325)+0.8730353713035583
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.38,0.43,410.8990435867076*(x-0.38)*(x-0.38)*(x-0.38)-46.27556207313418*(x-0.38)*(x-0.38)+0.0*(x-0.38)+1.1475074291229248
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.43,0.48,930.4627185134717*(x-0.43000000000000005)*(x-0.43000000000000005)*(x-0.43000000000000005)-54.32657008437916*(x-0.43000000000000005)*(x-0.43000000000000005)-1.5458133804131098*(x-0.43000000000000005)+1.0831809043884277
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.48,0.53,-2672.2450256347583*(x-0.48)*(x-0.48)*(x-0.48)+200.41837692260702*(x-0.48)*(x-0.48)+0.0*(x-0.48)+0.9863816499710083
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.53,0.5800000000000001,150.77903205416774*(x-0.53)*(x-0.53)*(x-0.53)-23.21201678825524*(x-0.53)*(x-0.53)+0.0*(x-0.53)+1.1533969640731812
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.5800000000000001,0.63,1503.608965220679*(x-0.5800000000000001)*(x-0.5800000000000001)*(x-0.5800000000000001)-100.86708300735809*(x-0.5800000000000001)*(x-0.5800000000000001)-1.190358938419266*(x-0.5800000000000001)+1.114214301109314
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.63,0.6799999999999999,-111.82117462158249*(x-0.63)*(x-0.63)*(x-0.63)+8.386588096618675*(x-0.63)*(x-0.63)+0.0*(x-0.63)+0.9904797673225403
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.6799999999999999,0.73,1747.3297119140582*(x-0.6799999999999999)*(x-0.6799999999999999)*(x-0.6799999999999999)-131.04972839355446*(x-0.6799999999999999)*(x-0.6799999999999999)+0.0*(x-0.6799999999999999)+0.9974685907363892
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.73,0.78,-789.1011953055432*(x-0.73)*(x-0.73)*(x-0.73)+74.7967040523865*(x-0.73)*(x-0.73)+0.0*(x-0.73)+0.8882604837417603
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.78,0.8300000000000001,-494.3357228934346*(x-0.78)*(x-0.78)*(x-0.78)+21.461064812536915*(x-0.78)*(x-0.78)+1.5614114404470727*(x-0.78)+0.9766145944595337
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.8300000000000001,0.88,2485.093116760264*(x-0.8300000000000001)*(x-0.8300000000000001)*(x-0.8300000000000001)-186.38198375701953*(x-0.8300000000000001)*(x-0.8300000000000001)+0.0*(x-0.8300000000000001)+1.0465458631515503
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.88,0.93,-939.0592575073281*(x-0.88)*(x-0.88)*(x-0.88)+70.42944431304952*(x-0.88)*(x-0.88)+0.0*(x-0.88)+0.8912275433540344
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.93,0.9825,-43.31487169149021*(x-0.9299999999999999)*(x-0.9299999999999999)*(x-0.9299999999999999)-16.540687608083285*(x-0.9299999999999999)*(x-0.9299999999999999)+0.0*(x-0.9299999999999999)+0.9499187469482422
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.9825,1.1,0.89806067943573
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,-15.0,0.0,1.0566848516464233
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.0,0.0475,1.0566848516464233
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.0475,0.1125,11.925668431432735*(x-0.0475)*(x-0.0475)*(x-0.0475)-3.9767490599548787*(x-0.0475)*(x-0.0475)+0.0*(x-0.0475)+1.0566848516464233
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.1125,0.1525,1064.6569252397517*(x-0.1125)*(x-0.1125)*(x-0.1125)-59.306671384063534*(x-0.1125)*(x-0.1125)-0.36581953042572435*(x-0.1125)+1.0431581735610962
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.1525,0.1975,-2828.273590046026*(x-0.1525)*(x-0.1525)*(x-0.1525)+190.9084673281068*(x-0.1525)*(x-0.1525)+0.0*(x-0.1525)+1.0017727613449097
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.1975,0.2425,616.7819367026983*(x-0.1975)*(x-0.1975)*(x-0.1975)-49.93753401366088*(x-0.1975)*(x-0.1975)+0.0*(x-0.1975)+1.1306359767913818
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.2425,0.2875,-265.8860001613751*(x-0.2425)*(x-0.2425)*(x-0.2425)+15.299818783194015*(x-0.2425)*(x-0.2425)-0.747427795760588*(x-0.2425)+1.085716724395752
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.2875,0.3349999999999999,2147.6544964082864*(x-0.2875)*(x-0.2875)*(x-0.2875)-142.64457701379058*(x-0.2875)*(x-0.2875)-0.9857015562534795*(x-0.2875)+1.058835744857788
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.3349999999999999,0.385,-1537.3458862304644*(x-0.33499999999999996)*(x-0.33499999999999996)*(x-0.33499999999999996)+115.30094146728494*(x-0.33499999999999996)*(x-0.33499999999999996)+0.0*(x-0.33499999999999996)+0.9203412532806396
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.385,0.435,483.2811355590824*(x-0.385)*(x-0.385)*(x-0.385)-36.24608516693117*(x-0.385)*(x-0.385)+0.0*(x-0.385)+1.016425371170044
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.435,0.485,-1454.3142318725595*(x-0.435)*(x-0.435)*(x-0.435)+109.07356739044194*(x-0.435)*(x-0.435)+0.0*(x-0.435)+0.9862203001976013
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.485,0.535,1088.1767272949191*(x-0.485)*(x-0.485)*(x-0.485)-81.613254547119*(x-0.485)*(x-0.485)+0.0*(x-0.485)+1.0771149396896362
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.535,0.585,-8.112627297941655*(x-0.535)*(x-0.535)*(x-0.535)+2.8844693318160344*(x-0.535)*(x-0.535)+0.0*(x-0.535)+1.0091038942337036
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.585,0.635,-1021.6719687286027*(x-0.585)*(x-0.585)*(x-0.585)+74.34937537017487*(x-0.585)*(x-0.585)+0.22760222844704078*(x-0.585)+1.015300989151001
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.635,0.685,596.2104797363265*(x-0.635)*(x-0.635)*(x-0.635)-44.71578598022453*(x-0.635)*(x-0.635)+0.0*(x-0.635)+1.0848455429077148
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.685,0.735,-356.57691955566554*(x-0.685)*(x-0.685)*(x-0.685)+26.74326896667488*(x-0.685)*(x-0.685)+0.0*(x-0.685)+1.0475823879241943
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.735,0.785,549.5818078102005*(x-0.735)*(x-0.735)*(x-0.735)-49.21246975452368*(x-0.735)*(x-0.735)+0.0*(x-0.735)+1.0698684453964233
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.785,0.835,186.0363900245588*(x-0.785)*(x-0.785)*(x-0.785)-5.958895083083265*(x-0.785)*(x-0.785)-0.7993834168758618*(x-0.785)+1.0155349969863892
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.835,0.885,-685.868263244627*(x-0.835)*(x-0.835)*(x-0.835)+51.44011974334707*(x-0.835)*(x-0.835)+0.0*(x-0.835)+0.9839231371879578
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.885,0.9325,7.856163737713658*(x-0.885)*(x-0.885)*(x-0.885)-2.516002639064296*(x-0.885)*(x-0.885)+0.0*(x-0.885)+1.026789903640747
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.9325,0.9825,173.0199679277022*(x-0.9325)*(x-0.9325)*(x-0.9325)-28.17797797820969*(x-0.9325)*(x-0.9325)-0.1858438424114588*(x-0.9325)+1.021955132484436
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.9825,1.1,0.9638454914093019
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,-15.0,0.0,1.062638521194458
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.0,0.0475,1.062638521194458
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.0475,0.115,-16.14684597867767*(x-0.0475)*(x-0.0475)*(x-0.0475)-1.0026399303908093*(x-0.0475)*(x-0.0475)+0.3923302831024575*(x-0.0475)+1.062638521194458
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.115,0.1575,-3.0659668503619373*(x-0.115)*(x-0.115)*(x-0.115)-0.23121157244998808*(x-0.115)*(x-0.115)+0.036266691528647726*(x-0.115)+1.0795866250991821
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.1575,0.205,27.834933706980667*(x-0.1575)*(x-0.1575)*(x-0.1575)-5.617709245715625*(x-0.1575)*(x-0.1575)+0.0*(x-0.1575)+1.0804749727249146
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.205,0.255,308.7428386246831*(x-0.20500000000000002)*(x-0.20500000000000002)*(x-0.20500000000000002)-31.87182605096772*(x-0.20500000000000002)*(x-0.20500000000000002)-0.3452746708138591*(x-0.20500000000000002)+1.0707831382751465
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.255,0.305,530.2191009931933*(x-0.255)*(x-0.255)*(x-0.255)-27.597572712234456*(x-0.255)*(x-0.255)-1.2168859862255084*(x-0.255)+1.0124326944351196
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.305,0.355,-1079.1775999346996*(x-0.30500000000000005)*(x-0.30500000000000005)*(x-0.30500000000000005)+95.527540732819*(x-0.30500000000000005)*(x-0.30500000000000005)+0.0*(x-0.30500000000000005)+0.9488718509674072
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.355,0.405,-315.56676009094326*(x-0.355)*(x-0.355)*(x-0.355)+9.078286269104156*(x-0.355)*(x-0.355)+1.4589220737716622*(x-0.355)+1.0527935028076172
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.405,0.4549999999999999,2270.2293395996185*(x-0.405)*(x-0.405)*(x-0.405)-170.26720046997116*(x-0.405)*(x-0.405)+0.0*(x-0.405)+1.1089894771575928
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.4549999999999999,0.505,-1622.425308960507*(x-0.45499999999999996)*(x-0.45499999999999996)*(x-0.45499999999999996)+131.60744861452923*(x-0.45499999999999996)*(x-0.45499999999999996)+0.0*(x-0.45499999999999996)+0.9671001434326172
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.505,0.5549999999999999,-65.1762518372541*(x-0.505)*(x-0.505)*(x-0.505)-4.237866677518941*(x-0.505)*(x-0.505)+0.9925550442491117*(x-0.505)+1.093315601348877
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.5549999999999999,0.605,-2.2125365046713545*(x-0.5549999999999999)*(x-0.5549999999999999)*(x-0.5549999999999999)-0.6335246393277848*(x-0.5549999999999999)*(x-0.5549999999999999)+0.07994648771781372*(x-0.5549999999999999)+1.1242016553878784
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.605,0.655,590.0025227657137*(x-0.605)*(x-0.605)*(x-0.605)-56.544565454081564*(x-0.605)*(x-0.605)+0.0*(x-0.605)+1.1263386011123657
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.655,0.7050000000000001,288.8503436915658*(x-0.655)*(x-0.655)*(x-0.655)-12.395669140735158*(x-0.655)*(x-0.655)-1.2294376246653007*(x-0.655)+1.058727502822876
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.7050000000000001,0.755,18.771221804758035*(x-0.7050000000000001)*(x-0.7050000000000001)*(x-0.7050000000000001)+1.6184279751638564*(x-0.7050000000000001)*(x-0.7050000000000001)-0.3026269610520703*(x-0.7050000000000001)+1.0023727416992188
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.755,0.8049999999999999,-49.60923326480095*(x-0.755)*(x-0.755)*(x-0.755)+6.501438683503727*(x-0.755)*(x-0.755)+0.0*(x-0.755)+0.9936338663101196
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.8049999999999999,0.855,-249.39065111147954*(x-0.8049999999999999)*(x-0.8049999999999999)*(x-0.8049999999999999)+15.923552644717327*(x-0.8049999999999999)*(x-0.8049999999999999)+0.2780746188643657*(x-0.8049999999999999)+1.0036863088607788
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.855,0.9025,935.183128960917*(x-0.855)*(x-0.855)*(x-0.855)-66.63179793846547*(x-0.855)*(x-0.855)+0.0*(x-0.855)+1.0262250900268555
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.9025,0.945,-1028.2196970449904*(x-0.9025000000000001)*(x-0.9025000000000001)*(x-0.9025000000000001)+65.54900568661812*(x-0.9025000000000001)*(x-0.9025000000000001)+0.0*(x-0.9025000000000001)+0.976112425327301
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.945,0.9875,40.388194650393395*(x-0.9450000000000001)*(x-0.9450000000000001)*(x-0.9450000000000001)-26.999163380131197*(x-0.9450000000000001)*(x-0.9450000000000001)+0.0*(x-0.9450000000000001)+1.0155783891677856
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.9875,1.1,0.9699115753173828
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,-15.0,0.0,1.1552464962005615
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.0,0.045,1.1552464962005615
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.045,0.1125,40.78235881657492*(x-0.045)*(x-0.045)*(x-0.045)+12.942001130061486*(x-0.045)*(x-0.045)-2.3046140196323592*(x-0.045)+1.1552464962005615
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.1125,0.16,-496.1230974187655*(x-0.1125)*(x-0.1125)*(x-0.1125)+35.34877069108704*(x-0.1125)*(x-0.1125)+0.0*(x-0.1125)+1.0711945295333862
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.16,0.21,882.5187683105474*(x-0.16)*(x-0.16)*(x-0.16)-66.18890762329104*(x-0.16)*(x-0.16)+0.0*(x-0.16)+1.0977797508239746
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.21,0.26,-1094.205856323241*(x-0.21)*(x-0.21)*(x-0.21)+82.06543922424311*(x-0.21)*(x-0.21)+0.0*(x-0.21)+1.0426223278045654
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.26,0.31,2097.0363616943373*(x-0.26)*(x-0.26)*(x-0.26)-157.27772712707525*(x-0.26)*(x-0.26)+0.0*(x-0.26)+1.111010193824768
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.31,0.36,-509.72956780342207*(x-0.31)*(x-0.31)*(x-0.31)+41.31704288907247*(x-0.31)*(x-0.31)+0.0*(x-0.31)+0.9799454212188721
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.36,0.41,101.4655686849108*(x-0.36)*(x-0.36)*(x-0.36)-7.412632411017822*(x-0.36)*(x-0.36)+0.30873253038158255*(x-0.36)+1.0195218324661255
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.41,0.4599999999999999,-783.6527333847177*(x-0.41000000000000003)*(x-0.41000000000000003)*(x-0.41000000000000003)+55.48934445968743*(x-0.41000000000000003)*(x-0.41000000000000003)+0.32846105441663204*(x-0.41000000000000003)+1.029110074043274
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.4599999999999999,0.51,851.0036468505838*(x-0.45999999999999996)*(x-0.45999999999999996)*(x-0.45999999999999996)-63.82527351379384*(x-0.45999999999999996)*(x-0.45999999999999996)+0.0*(x-0.45999999999999996)+1.0862998962402344
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.51,0.56,-534.7957611083971*(x-0.51)*(x-0.51)*(x-0.51)+40.10968208312981*(x-0.51)*(x-0.51)+0.0*(x-0.51)+1.0331121683120728
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.56,0.61,361.6657257080093*(x-0.56)*(x-0.56)*(x-0.56)-27.12492942810066*(x-0.56)*(x-0.56)+0.0*(x-0.56)+1.0665369033813477
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.61,0.66,-1106.9812774658174*(x-0.61)*(x-0.61)*(x-0.61)+83.02359580993638*(x-0.61)*(x-0.61)+0.0*(x-0.61)+1.0439327955245972
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.66,0.71,1919.6672439575273*(x-0.66)*(x-0.66)*(x-0.66)-143.97504329681436*(x-0.66)*(x-0.66)+0.0*(x-0.66)+1.113119125366211
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.71,0.76,-484.1426960087906*(x-0.71)*(x-0.71)*(x-0.71)+38.74206121492927*(x-0.71)*(x-0.71)+0.0*(x-0.71)+0.993139922618866
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.76,0.81,-19.536410913576994*(x-0.76)*(x-0.76)*(x-0.76)-0.9661281957516685*(x-0.76)*(x-0.76)+0.24313590142699465*(x-0.76)+1.0294772386550903
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.81,0.86,764.3060684204131*(x-0.81)*(x-0.81)*(x-0.81)-57.32295513153091*(x-0.81)*(x-0.81)+0.0*(x-0.81)+1.0367766618728638
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.86,0.9075,-820.6521131707663*(x-0.86)*(x-0.86)*(x-0.86)+58.471463063417076*(x-0.86)*(x-0.86)+0.0*(x-0.86)+0.9890075325965881
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.9075,0.95,1782.32470573924*(x-0.9075)*(x-0.9075)*(x-0.9075)-113.62319999087651*(x-0.9075)*(x-0.9075)+0.0*(x-0.9075)+1.0329829454421997
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.95,0.99,3.0202791094779884*(x-0.95)*(x-0.95)*(x-0.95)+1.3877787807814457e-17*(x-0.95)*(x-0.95)+0.0*(x-0.95)+0.9645723104476929
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.99,1.1,0.9647656083106995
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,-15.0,0.0,1.2323288917541504
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.0,0.0475,1.2323288917541504
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.0475,0.12,0.8272487586915921*(x-0.0475)*(x-0.0475)*(x-0.0475)+1.8438302077888444*(x-0.0475)*(x-0.0475)-0.9747534533104034*(x-0.0475)+1.2323288917541504
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.12,0.1699999999999999,-117.67259379466988*(x-0.12)*(x-0.12)*(x-0.12)+7.700470906770026*(x-0.12)*(x-0.12)-0.694353394317403*(x-0.12)+1.171666145324707
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.1699999999999999,0.22,-16.0967627890784*(x-0.16999999999999998)*(x-0.16999999999999998)*(x-0.16999999999999998)-7.394866231477039*(x-0.16999999999999998)*(x-0.16999999999999998)-0.8068507571004241*(x-0.16999999999999998)+1.1414905786514282
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.22,0.27,1450.074249889957*(x-0.22)*(x-0.22)*(x-0.22)-92.08493773008466*(x-0.22)*(x-0.22)-1.6670631011662163*(x-0.22)+1.0806487798690796
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.27,0.3199999999999999,-3151.36528015138*(x-0.27)*(x-0.27)*(x-0.27)+236.35239601135316*(x-0.27)*(x-0.27)+0.0*(x-0.27)+0.9483425617218018
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.3199999999999999,0.37,1197.9064941406218*(x-0.31999999999999995)*(x-0.31999999999999995)*(x-0.31999999999999995)-89.84298706054672*(x-0.31999999999999995)*(x-0.31999999999999995)+0.0*(x-0.31999999999999995)+1.1453028917312622
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.37,0.42,-1374.1989135742149*(x-0.37)*(x-0.37)*(x-0.37)+103.06491851806621*(x-0.37)*(x-0.37)+0.0*(x-0.37)+1.0704337358474731
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.42,0.47,2742.3671014611623*(x-0.42000000000000004)*(x-0.42000000000000004)*(x-0.42000000000000004)-215.77622059735012*(x-0.42000000000000004)*(x-0.42000000000000004)+0.0*(x-0.42000000000000004)+1.1563211679458618
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.47,0.52,59.501004964568054*(x-0.47)*(x-0.47)*(x-0.47)+5.6361126154206085*(x-0.47)*(x-0.47)-1.0098687987763226*(x-0.47)+0.9596765041351318
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.52,0.5700000000000001,-152.37201618637357*(x-0.52)*(x-0.52)*(x-0.52)+21.176487886650204*(x-0.52)*(x-0.52)+0.0*(x-0.52)+0.9307109713554382
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.5700000000000001,0.62,-997.9254143187029*(x-0.5700000000000001)*(x-0.5700000000000001)*(x-0.5700000000000001)+65.09581940123041*(x-0.5700000000000001)*(x-0.5700000000000001)+0.9748586672672186*(x-0.5700000000000001)+0.9646056890487671
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.62,0.6699999999999999,554.8381805419943*(x-0.62)*(x-0.62)*(x-0.62)-41.61286354064952*(x-0.62)*(x-0.62)+0.0*(x-0.62)+1.0513474941253662
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.6699999999999999,0.72,-1486.9384765624961*(x-0.6699999999999999)*(x-0.6699999999999999)*(x-0.6699999999999999)+111.5203857421873*(x-0.6699999999999999)*(x-0.6699999999999999)+0.0*(x-0.6699999999999999)+1.0166701078414917
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.72,0.77,1143.2148494822645*(x-0.72)*(x-0.72)*(x-0.72)-89.00645513585638*(x-0.72)*(x-0.72)+0.0*(x-0.72)+1.109603762626648
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.77,0.8200000000000001,-117.24175197846868*(x-0.77)*(x-0.77)*(x-0.77)+8.75435988005908*(x-0.77)*(x-0.77)-0.32653414246864726*(x-0.77)+1.02998948097229
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.8200000000000001,0.87,1306.2805735270617*(x-0.8200000000000001)*(x-0.8200000000000001)*(x-0.8200000000000001)-94.66693007151696*(x-0.8200000000000001)*(x-0.8200000000000001)-0.3304112943012551*(x-0.8200000000000001)+1.0208934545516968
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.87,0.9175,-983.0586738778995*(x-0.87)*(x-0.87)*(x-0.87)+70.75450869429804*(x-0.87)*(x-0.87)+0.0*(x-0.87)+0.9309906363487244
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.9175,0.9575,-2.4926446626242833*(x-0.9175)*(x-0.9175)*(x-0.9175)-0.6954404095835919*(x-0.9175)*(x-0.9175)+0.06759992714728398*(x-0.9175)+0.9852742552757263
shape,iterativefit,central,5,0.0,2.5,100.0,140.0,0.9575,0.9925,355.9701412597626*(x-0.9575)*(x-0.9575)*(x-0.9575)-36.71434744685704*(x-0.9575)*(x-0.9575)+0.0*(x-0.9575)+0.986706018447876
